drug_name,medical_condition,activity,rx_otc,pregnancy_category,csa,alcohol,rating,no_of_reviews,drug_link
Aspirtab,Rheumatoid Arthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/aspirtab.html
Bayer Aspirin,Rheumatoid Arthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/bayer-oral.html
Bayer Aspirin Extra Strength Plus,Rheumatoid Arthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/bayer-plus.html
Easprin,Rheumatoid Arthritis,5%,Rx,N,N,X,,,https://www.drugs.com/cons/easprin.html
Ecotrin,Rheumatoid Arthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/ecotrin.html
Ecpirin,Rheumatoid Arthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/ecpirin.html
Entercote,Rheumatoid Arthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/entercote.html
Genacote,Rheumatoid Arthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/genacote.html
Halfprin,Rheumatoid Arthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/halfprin.html
methylprednisolone,Rheumatoid Arthritis,5%,Rx,C,N,,8.8,16.0,https://www.drugs.com/methylprednisolone.html
nabumetone,Rheumatoid Arthritis,5%,Rx,C,N,X,5.2,14.0,https://www.drugs.com/mtm/nabumetone.html
Norwich Aspirin,Rheumatoid Arthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/norwich-aspirin.html
Rayos,Rheumatoid Arthritis,5%,Rx,C,N,,,,https://www.drugs.com/rayos.html
Vazalore,Rheumatoid Arthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/vazalore.html
Vimovo,Rheumatoid Arthritis,5%,Rx,C,N,X,8.1,9.0,https://www.drugs.com/vimovo.html
Voltaren,Rheumatoid Arthritis,5%,Rx,D,N,X,5.5,15.0,https://www.drugs.com/voltaren.html
Advil,Rheumatoid Arthritis,4%,Rx/OTC,C,N,X,10.0,1.0,https://www.drugs.com/advil.html
doxycycline,Rheumatoid Arthritis,4%,Rx,D,N,X,8.0,5.0,https://www.drugs.com/doxycycline.html
etodolac,Rheumatoid Arthritis,4%,Rx,C,N,X,8.0,4.0,https://www.drugs.com/etodolac.html
Motrin,Rheumatoid Arthritis,4%,Rx/OTC,C,N,X,10.0,2.0,https://www.drugs.com/cons/motrin.html
Naprosyn,Rheumatoid Arthritis,4%,Rx/OTC,C,N,X,6.5,2.0,https://www.drugs.com/naprosyn.html
Proprinal,Rheumatoid Arthritis,4%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/proprinal.html
A-G Profen,Rheumatoid Arthritis,3%,Rx/OTC,C,N,X,,,https://www.drugs.com/cons/a-g-profen.html
Actiprofen,Rheumatoid Arthritis,3%,Rx/OTC,C,N,X,,,https://www.drugs.com/cons/actiprofen.html
Addaprin,Rheumatoid Arthritis,3%,Rx/OTC,C,N,X,,,https://www.drugs.com/cons/addaprin.html
azathioprine,Rheumatoid Arthritis,3%,Rx,D,N,,3.4,9.0,https://www.drugs.com/mtm/azathioprine.html
Cataflam,Rheumatoid Arthritis,3%,Rx,D,N,X,,,https://www.drugs.com/cataflam.html
Duexis,Rheumatoid Arthritis,3%,Rx,C,N,X,5.0,5.0,https://www.drugs.com/duexis.html
Genpril,Rheumatoid Arthritis,3%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/genpril.html
IBU-200,Rheumatoid Arthritis,3%,Rx/OTC,C,N,X,,,https://www.drugs.com/cons/ibu-200.html
Medrol,Rheumatoid Arthritis,3%,Rx,C,N,,7.0,1.0,https://www.drugs.com/mtm/medrol.html
Midol IB,Rheumatoid Arthritis,3%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/midol-ib.html
Motrin IB,Rheumatoid Arthritis,3%,Rx/OTC,C,N,X,,,https://www.drugs.com/motrin.html
Nuprin,Rheumatoid Arthritis,3%,Rx/OTC,C,N,X,,,https://www.drugs.com/cons/nuprin.html
Rasuvo,Rheumatoid Arthritis,3%,Rx,X,N,X,,,https://www.drugs.com/mtm/rasuvo-injection.html
Xeljanz XR,Rheumatoid Arthritis,3%,Rx,C,N,,6.3,13.0,https://www.drugs.com/cdi/xeljanz-xr.html
Aflaxen,Rheumatoid Arthritis,2%,Rx/OTC,C,N,X,,,https://www.drugs.com/cons/aflaxen.html
All Day Pain Relief,Rheumatoid Arthritis,2%,Rx/OTC,C,N,X,,,https://www.drugs.com/pro/all-day-pain-relief.html
All Day Relief,Rheumatoid Arthritis,2%,Rx/OTC,C,N,X,,,https://www.drugs.com/pro/all-day-relief.html
Anaprox,Rheumatoid Arthritis,2%,Rx/OTC,C,N,X,,,https://www.drugs.com/cons/anaprox.html
Anaprox-DS,Rheumatoid Arthritis,2%,Rx/OTC,C,N,X,,,https://www.drugs.com/cons/anaprox-ds.html
Arthrotec,Rheumatoid Arthritis,2%,Rx,X,N,X,8.1,11.0,https://www.drugs.com/arthrotec.html
Depo-Medrol,Rheumatoid Arthritis,2%,Rx,C,N,,9.0,1.0,https://www.drugs.com/mtm/depo-medrol-injection.html
dexamethasone,Rheumatoid Arthritis,2%,Rx,C,N,,4.3,3.0,https://www.drugs.com/dexamethasone.html
EC-Naprosyn,Rheumatoid Arthritis,2%,Rx/OTC,C,N,X,,,https://www.drugs.com/cons/ec-naprosyn.html
Flanax Pain Reliever,Rheumatoid Arthritis,2%,Rx/OTC,C,N,X,,,https://www.drugs.com/flanax.html
Imuran,Rheumatoid Arthritis,2%,Rx,D,N,,3.8,4.0,https://www.drugs.com/mtm/imuran.html
indomethacin,Rheumatoid Arthritis,2%,Rx,C,N,X,8.3,3.0,https://www.drugs.com/mtm/indomethacin.html
Lofena,Rheumatoid Arthritis,2%,Rx,D,N,X,,,https://www.drugs.com/pro/lofena.html
Medrol Dosepak,Rheumatoid Arthritis,2%,Rx,C,N,,9.0,1.0,https://www.drugs.com/mtm/medrol-dosepak.html
MethylPREDNISolone Dose Pack,Rheumatoid Arthritis,2%,Rx,C,N,,,,https://www.drugs.com/mtm/methylprednisolone-dose-pack.html
Naprelan,Rheumatoid Arthritis,2%,Rx/OTC,C,N,X,,,https://www.drugs.com/cons/naprelan.html
Otrexup,Rheumatoid Arthritis,2%,Rx,X,N,X,9.5,2.0,https://www.drugs.com/mtm/otrexup-injection.html
piroxicam,Rheumatoid Arthritis,2%,Rx,C,N,X,8.0,5.0,https://www.drugs.com/mtm/piroxicam.html
RediTrex,Rheumatoid Arthritis,2%,Rx,X,N,X,,,https://www.drugs.com/cons/reditrex.html
Simponi Aria,Rheumatoid Arthritis,2%,Rx,B,N,,6.3,12.0,https://www.drugs.com/simponi-aria.html
sulindac,Rheumatoid Arthritis,2%,Rx,C,N,X,5.7,3.0,https://www.drugs.com/mtm/sulindac.html
Trexall,Rheumatoid Arthritis,2%,Rx,X,N,X,,,https://www.drugs.com/mtm/trexall.html
triamcinolone,Rheumatoid Arthritis,2%,Rx,C,N,,6.5,11.0,https://www.drugs.com/triamcinolone.html
abatacept,Rheumatoid Arthritis,1%,Rx,C,N,,6.2,55.0,https://www.drugs.com/mtm/abatacept.html
acetaminophen / tramadol,Rheumatoid Arthritis,1%,Rx,C,4,X,8.7,3.0,https://www.drugs.com/mtm/acetaminophen-and-tramadol.html
Aristospan,Rheumatoid Arthritis,1%,Rx,C,N,,9.0,1.0,https://www.drugs.com/cons/aristospan.html
auranofin,Rheumatoid Arthritis,1%,Rx,C,N,,10.0,2.0,https://www.drugs.com/mtm/auranofin.html
Azulfidine EN-tabs,Rheumatoid Arthritis,1%,Rx,B,N,,,,https://www.drugs.com/mtm/azulfidine-en-tabs.html
Clinacort,Rheumatoid Arthritis,1%,Rx,C,N,,,,https://www.drugs.com/cons/clinacort.html
cortisone,Rheumatoid Arthritis,1%,Rx,N,N,,,,https://www.drugs.com/mtm/cortisone.html
cyclosporine,Rheumatoid Arthritis,1%,Rx,C,N,,,,https://www.drugs.com/mtm/cyclosporine-oral-injection.html
Daypro,Rheumatoid Arthritis,1%,Rx,C,N,X,5.0,3.0,https://www.drugs.com/mtm/daypro.html
De-Sone LA,Rheumatoid Arthritis,1%,Rx,C,N,,,,https://www.drugs.com/mtm/de-sone-la-injection.html
Dexamethasone Intensol,Rheumatoid Arthritis,1%,Rx,C,N,,,,https://www.drugs.com/cons/dexamethasone-intensol.html
diclofenac / misoprostol,Rheumatoid Arthritis,1%,Rx,X,N,X,8.1,11.0,https://www.drugs.com/mtm/diclofenac-and-misoprostol.html
Dxevo,Rheumatoid Arthritis,1%,Rx,C,N,,,,https://www.drugs.com/pro/dxevo-tablets.html
esomeprazole / naproxen,Rheumatoid Arthritis,1%,Rx,C,N,X,8.1,9.0,https://www.drugs.com/mtm/esomeprazole-and-naproxen.html
Feldene,Rheumatoid Arthritis,1%,Rx,C,N,X,7.5,4.0,https://www.drugs.com/cons/feldene.html
Indocin,Rheumatoid Arthritis,1%,Rx,C,N,X,8.0,1.0,https://www.drugs.com/cons/indocin.html
Indocin SR,Rheumatoid Arthritis,1%,Rx,C,N,X,,,https://www.drugs.com/cons/indocin-sr.html
Kenalog-10,Rheumatoid Arthritis,1%,Rx,C,N,,,,https://www.drugs.com/cons/kenalog-10.html
Kenalog-40,Rheumatoid Arthritis,1%,Rx,C,N,,6.3,10.0,https://www.drugs.com/mtm/kenalog-40-injection.html
ketoprofen,Rheumatoid Arthritis,1%,Rx/OTC,C,N,X,8.5,2.0,https://www.drugs.com/mtm/ketoprofen.html
Kevzara,Rheumatoid Arthritis,1%,Rx,,N,,5.5,20.0,https://www.drugs.com/kevzara.html
minocycline,Rheumatoid Arthritis,1%,Rx,D,N,,7.9,11.0,https://www.drugs.com/minocycline.html
mycophenolate mofetil,Rheumatoid Arthritis,1%,Rx,D,N,,6.5,4.0,https://www.drugs.com/mtm/mycophenolate-mofetil-oral-injection.html
oxaprozin,Rheumatoid Arthritis,1%,Rx,C,N,X,5.5,4.0,https://www.drugs.com/mtm/oxaprozin.html
phenytoin,Rheumatoid Arthritis,1%,Rx,D,N,X,,,https://www.drugs.com/phenytoin.html
Ridaura,Rheumatoid Arthritis,1%,Rx,C,N,,10.0,2.0,https://www.drugs.com/mtm/ridaura.html
salsalate,Rheumatoid Arthritis,1%,Rx,C,N,X,8.0,2.0,https://www.drugs.com/mtm/salsalate.html
Solu-Medrol,Rheumatoid Arthritis,1%,Rx,C,N,,,,https://www.drugs.com/mtm/solu-medrol-injection.html
tofacitinib,Rheumatoid Arthritis,1%,Rx,C,N,,5.2,114.0,https://www.drugs.com/tofacitinib.html
Abrilada,Rheumatoid Arthritis,0%,Rx,B,N,,,,https://www.drugs.com/cons/abrilada-subcutaneous.html
acetaminophen / aspirin,Rheumatoid Arthritis,0%,OTC,N,N,X,,,https://www.drugs.com/cdi/acetaminophen-and-aspirin-buffered.html
Acthar,Rheumatoid Arthritis,0%,Rx,C,N,,10.0,1.0,https://www.drugs.com/cdi/acthar.html
alemtuzumab,Rheumatoid Arthritis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/alemtuzumab.html
Amjevita,Rheumatoid Arthritis,0%,Rx,B,N,,,,https://www.drugs.com/cons/amjevita-subcutaneous.html
Arthricream,Rheumatoid Arthritis,0%,OTC,N,N,,,,https://www.drugs.com/cdi/arthricream.html
Asper-Flex,Rheumatoid Arthritis,0%,OTC,N,N,,,,https://www.drugs.com/cdi/asper-flex.html
Azasan,Rheumatoid Arthritis,0%,Rx,D,N,,,,https://www.drugs.com/mtm/azasan.html
baricitinib,Rheumatoid Arthritis,0%,Rx,,N,,9.0,2.0,https://www.drugs.com/mtm/baricitinib.html
Boroleum,Rheumatoid Arthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/boroleum.html
camphor / menthol / methyl salicylate,Rheumatoid Arthritis,0%,OTC,,N,,9.0,1.0,https://www.drugs.com/mtm/camphor-menthol-and-methyl-salicylate-topical.html
Castiva Cooling,Rheumatoid Arthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/castiva-cooling.html
Clinoril,Rheumatoid Arthritis,0%,Rx,C,N,X,8.0,1.0,https://www.drugs.com/cons/clinoril.html
corticotropin,Rheumatoid Arthritis,0%,Rx,C,N,,9.5,2.0,https://www.drugs.com/mtm/corticotropin.html
Cuprimine,Rheumatoid Arthritis,0%,Rx,D,N,,,,https://www.drugs.com/mtm/cuprimine.html
cyclophosphamide,Rheumatoid Arthritis,0%,Rx,D,N,,,,https://www.drugs.com/mtm/cyclophosphamide-oral-and-injection.html
Cyltezo,Rheumatoid Arthritis,0%,Rx,B,N,,,,https://www.drugs.com/cons/cyltezo-subcutaneous.html
D-Penamine,Rheumatoid Arthritis,0%,Rx,D,N,,,,https://www.drugs.com/mtm/d-penamine.html
Depen,Rheumatoid Arthritis,0%,Rx,D,N,,,,https://www.drugs.com/mtm/depen.html
diflunisal,Rheumatoid Arthritis,0%,Rx,C,N,,6.5,2.0,https://www.drugs.com/mtm/diflunisal.html
Dolobid,Rheumatoid Arthritis,0%,Rx,C,N,,5.0,1.0,https://www.drugs.com/cons/dolobid.html
Erelzi,Rheumatoid Arthritis,0%,Rx,B,N,,,,https://www.drugs.com/mtm/erelzi-prefilled-syringe.html
Eticovo,Rheumatoid Arthritis,0%,Rx,B,N,,,,https://www.drugs.com/cons/eticovo-subcutaneous.html
Eucalyptamint,Rheumatoid Arthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/eucalyptamint.html
Exocaine Plus,Rheumatoid Arthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/exocaine-plus.html
famotidine / ibuprofen,Rheumatoid Arthritis,0%,Rx,C,N,X,4.0,6.0,https://www.drugs.com/mtm/famotidine-and-ibuprofen.html
fenoprofen,Rheumatoid Arthritis,0%,Rx,D,N,X,9.0,1.0,https://www.drugs.com/mtm/fenoprofen.html
Fenortho,Rheumatoid Arthritis,0%,Rx,D,N,X,,,https://www.drugs.com/cdi/fenortho.html
flurbiprofen,Rheumatoid Arthritis,0%,Rx,C,N,X,6.0,1.0,https://www.drugs.com/mtm/flurbiprofen.html
Gengraf,Rheumatoid Arthritis,0%,Rx,C,N,,,,https://www.drugs.com/cons/gengraf-oral.html
Gordogesic,Rheumatoid Arthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/gordogesic.html
H.P. Acthar Gel,Rheumatoid Arthritis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/acthar-gel-h-p.html
Hadlima,Rheumatoid Arthritis,0%,Rx,B,N,,,,https://www.drugs.com/cons/hadlima-subcutaneous.html
Heet Triple Action,Rheumatoid Arthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/heet-triple-action.html
Hulio,Rheumatoid Arthritis,0%,Rx,B,N,,,,https://www.drugs.com/cons/hulio-subcutaneous.html
Hyrimoz,Rheumatoid Arthritis,0%,Rx,B,N,,,,https://www.drugs.com/cons/hyrimoz-subcutaneous.html
interferon gamma-1b,Rheumatoid Arthritis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/interferon-gamma-1b.html
Ixifi,Rheumatoid Arthritis,0%,Rx,B,N,,,,https://www.drugs.com/cons/ixifi-intravenous.html
meclofenamate,Rheumatoid Arthritis,0%,Rx,N,N,X,,,https://www.drugs.com/mtm/meclofenamate.html
Mentholatum Deep Heating,Rheumatoid Arthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/mentholatum-deep-heating.html
methyl salicylate,Rheumatoid Arthritis,0%,Rx/OTC,N,N,,7.7,9.0,https://www.drugs.com/mtm/methyl-salicylate-topical.html
Myoflex,Rheumatoid Arthritis,0%,OTC,N,N,,,,https://www.drugs.com/cdi/myoflex.html
Nalfon,Rheumatoid Arthritis,0%,Rx,D,N,X,,,https://www.drugs.com/mtm/nalfon.html
Neoral,Rheumatoid Arthritis,0%,Rx,C,N,,,,https://www.drugs.com/cons/neoral-oral.html
penicillamine,Rheumatoid Arthritis,0%,Rx,D,N,,,,https://www.drugs.com/mtm/penicillamine.html
Relafen DS,Rheumatoid Arthritis,0%,Rx,C,N,X,,,https://www.drugs.com/cdi/relafen-ds.html
Riabni,Rheumatoid Arthritis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/riabni.html
Salonpas Pain Patch,Rheumatoid Arthritis,0%,Rx/OTC,N,N,,6.8,6.0,https://www.drugs.com/mtm/salonpas-pain-patch.html
sarilumab,Rheumatoid Arthritis,0%,Rx,,N,,5.5,20.0,https://www.drugs.com/mtm/sarilumab.html
Satogesic,Rheumatoid Arthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/satogesic.html
tetracycline,Rheumatoid Arthritis,0%,Rx,D,N,,,,https://www.drugs.com/tetracycline.html
tolmetin,Rheumatoid Arthritis,0%,Rx,C,N,X,9.0,1.0,https://www.drugs.com/mtm/tolmetin.html
trolamine salicylate,Rheumatoid Arthritis,0%,OTC,N,N,,5.0,5.0,https://www.drugs.com/cdi/trolamine-cream-and-lotion.html
Ximino,Rheumatoid Arthritis,0%,Rx,D,N,,,,https://www.drugs.com/cons/ximino.html
Xodol,Rheumatoid Arthritis,0%,Rx,C,2,X,,,https://www.drugs.com/mtm/xodol.html
Yusimry,Rheumatoid Arthritis,0%,Rx,B,N,,,,https://www.drugs.com/cons/yusimry-subcutaneous.html
Seroquel,Schizophrenia,100%,Rx,C,N,X,6.5,44.0,https://www.drugs.com/seroquel.html
Latuda,Schizophrenia,95%,Rx,B,N,X,6.3,122.0,https://www.drugs.com/latuda.html
Abilify,Schizophrenia,76%,Rx,C,N,X,6.1,104.0,https://www.drugs.com/abilify.html
risperidone,Schizophrenia,61%,Rx,C,N,X,5.3,137.0,https://www.drugs.com/risperidone.html
clozapine,Schizophrenia,58%,Rx,B,N,X,7.8,54.0,https://www.drugs.com/clozapine.html
olanzapine,Schizophrenia,56%,Rx,C,N,X,5.2,132.0,https://www.drugs.com/mtm/olanzapine.html
Zyprexa,Schizophrenia,55%,Rx,C,N,X,5.6,67.0,https://www.drugs.com/zyprexa.html
Vraylar,Schizophrenia,52%,Rx,,N,X,6.0,55.0,https://www.drugs.com/vraylar.html
Risperdal,Schizophrenia,49%,Rx,C,N,X,5.4,54.0,https://www.drugs.com/risperdal.html
Abilify Maintena,Schizophrenia,48%,Rx,C,N,X,6.1,32.0,https://www.drugs.com/abilify-maintena.html
quetiapine,Schizophrenia,45%,Rx,C,N,X,6.9,77.0,https://www.drugs.com/quetiapine.html
Rexulti,Schizophrenia,45%,Rx,,N,X,5.1,37.0,https://www.drugs.com/rexulti.html
Fanapt,Schizophrenia,41%,Rx,C,N,X,6.3,18.0,https://www.drugs.com/fanapt.html
Aristada,Schizophrenia,38%,Rx,C,N,X,3.6,12.0,https://www.drugs.com/aristada.html
Clozaril,Schizophrenia,38%,Rx,B,N,X,9.0,13.0,https://www.drugs.com/clozaril.html
Caplyta,Schizophrenia,37%,Rx,,N,X,4.7,39.0,https://www.drugs.com/caplyta.html
lurasidone,Schizophrenia,37%,Rx,B,N,X,6.3,127.0,https://www.drugs.com/mtm/lurasidone.html
cariprazine,Schizophrenia,34%,Rx,,N,X,6.1,65.0,https://www.drugs.com/mtm/cariprazine.html
brexpiprazole,Schizophrenia,33%,Rx,,N,X,5.6,41.0,https://www.drugs.com/mtm/brexpiprazole.html
Geodon,Schizophrenia,32%,Rx,C,N,X,6.3,46.0,https://www.drugs.com/geodon.html
aripiprazole,Schizophrenia,31%,Rx,C,N,X,5.8,162.0,https://www.drugs.com/aripiprazole.html
lumateperone,Schizophrenia,31%,Rx,,N,X,4.8,40.0,https://www.drugs.com/mtm/lumateperone.html
Lybalvi,Schizophrenia,31%,Rx,,N,X,,,https://www.drugs.com/lybalvi.html
Invega,Schizophrenia,25%,Rx,C,N,X,4.5,96.0,https://www.drugs.com/invega.html
Seroquel XR,Schizophrenia,24%,Rx,C,N,X,8.0,10.0,https://www.drugs.com/mtm/seroquel-xr.html
chlorpromazine,Schizophrenia,23%,Rx,N,N,X,9.1,11.0,https://www.drugs.com/mtm/chlorpromazine.html
Saphris,Schizophrenia,21%,Rx,C,N,X,7.5,44.0,https://www.drugs.com/saphris.html
Invega Sustenna,Schizophrenia,18%,Rx,C,N,X,3.6,93.0,https://www.drugs.com/invega-sustenna.html
ziprasidone,Schizophrenia,16%,Rx,C,N,X,6.0,56.0,https://www.drugs.com/mtm/ziprasidone.html
Risperdal Consta,Schizophrenia,15%,Rx,C,N,X,7.1,9.0,https://www.drugs.com/risperdal_consta.html
loxapine,Schizophrenia,14%,Rx,N,N,X,6.0,14.0,https://www.drugs.com/mtm/loxapine.html
paliperidone,Schizophrenia,13%,Rx,C,N,X,4.1,283.0,https://www.drugs.com/mtm/paliperidone.html
Zyprexa Zydis,Schizophrenia,10%,Rx,C,N,X,4.4,6.0,https://www.drugs.com/mtm/zyprexa-zydis.html
trifluoperazine,Schizophrenia,6%,Rx,N,N,X,8.3,12.0,https://www.drugs.com/mtm/trifluoperazine.html
Zyprexa Relprevv,Schizophrenia,6%,Rx,C,N,X,,,https://www.drugs.com/zyprexa-relprevv.html
Invega Trinza,Schizophrenia,5%,Rx,C,N,X,6.2,26.0,https://www.drugs.com/invega-trinza.html
thioridazine,Schizophrenia,5%,Rx,N,N,X,9.5,4.0,https://www.drugs.com/mtm/thioridazine.html
Abilify MyCite,Schizophrenia,4%,Rx,C,N,X,,,https://www.drugs.com/mtm/abilify-mycite-maintenance-kit-oral-with-sensor.html
Aristada Initio,Schizophrenia,4%,Rx,C,N,X,,,https://www.drugs.com/cons/aristada-initio.html
FazaClo,Schizophrenia,4%,Rx,B,N,X,,,https://www.drugs.com/fazaclo.html
Perseris,Schizophrenia,4%,Rx,C,N,X,,,https://www.drugs.com/mtm/perseris-injection.html
thiothixene,Schizophrenia,4%,Rx,N,N,X,10.0,3.0,https://www.drugs.com/mtm/thiothixene.html
amisulpride,Schizophrenia,3%,Rx,,N,,7.3,4.0,https://www.drugs.com/mtm/amisulpride.html
asenapine,Schizophrenia,3%,Rx,C,N,X,7.2,47.0,https://www.drugs.com/mtm/asenapine-sublingual.html
Zyprexa Intramuscular,Schizophrenia,3%,Rx,C,N,X,,,https://www.drugs.com/cons/zyprexa-intramuscular.html
Versacloz,Schizophrenia,2%,Rx,B,N,X,,,https://www.drugs.com/mtm/versacloz.html
Adasuve,Schizophrenia,1%,Rx,N,N,X,,,https://www.drugs.com/adasuve.html
iloperidone,Schizophrenia,1%,Rx,C,N,X,6.1,19.0,https://www.drugs.com/mtm/iloperidone.html
Secuado,Schizophrenia,1%,Rx,C,N,X,,,https://www.drugs.com/mtm/secuado-transdermal.html
Invega Hafyera,Schizophrenia,0%,Rx,C,N,X,1.0,1.0,https://www.drugs.com/invega-hafyera.html
olanzapine / samidorphan,Schizophrenia,0%,Rx,,N,X,8.0,1.0,https://www.drugs.com/mtm/olanzapine-and-samidorphan.html
Keppra,Seizures,98%,Rx,C,N,X,5.7,182.0,https://www.drugs.com/keppra.html
levetiracetam,Seizures,76%,Rx,C,N,X,5.9,230.0,https://www.drugs.com/mtm/levetiracetam-oral-injection.html
diazepam,Seizures,53%,Rx,D,4,X,9.1,14.0,https://www.drugs.com/diazepam.html
topiramate,Seizures,47%,Rx,D,N,X,6.2,21.0,https://www.drugs.com/mtm/topiramate.html
Diastat,Seizures,42%,Rx,D,4,X,7.0,1.0,https://www.drugs.com/cons/diastat.html
Dilantin,Seizures,38%,Rx,D,N,X,7.4,40.0,https://www.drugs.com/dilantin.html
Trokendi XR,Seizures,36%,Rx,D,N,X,,,https://www.drugs.com/trokendi-xr.html
Valtoco,Seizures,36%,Rx,D,4,X,,,https://www.drugs.com/valtoco.html
Vimpat,Seizures,35%,Rx,C,5,X,6.7,135.0,https://www.drugs.com/vimpat.html
midazolam,Seizures,32%,Rx,D,4,X,0.0,1.0,https://www.drugs.com/mtm/midazolam.html
Nayzilam,Seizures,32%,Rx,D,4,X,0.0,1.0,https://www.drugs.com/nayzilam.html
Sabril,Seizures,32%,Rx,C,N,X,9.0,1.0,https://www.drugs.com/sabril.html
vigabatrin,Seizures,31%,Rx,C,N,X,9.0,1.0,https://www.drugs.com/vigabatrin.html
phenobarbital,Seizures,27%,Rx,D,4,X,8.9,24.0,https://www.drugs.com/mtm/phenobarbital.html
Trileptal,Seizures,26%,Rx,C,N,X,7.3,21.0,https://www.drugs.com/trileptal.html
zonisamide,Seizures,24%,Rx,C,N,X,5.2,84.0,https://www.drugs.com/mtm/zonisamide.html
phenytoin,Seizures,23%,Rx,D,N,X,7.3,54.0,https://www.drugs.com/phenytoin.html
oxcarbazepine,Seizures,21%,Rx,C,N,X,7.5,34.0,https://www.drugs.com/mtm/oxcarbazepine.html
Zonegran,Seizures,15%,Rx,C,N,X,6.3,41.0,https://www.drugs.com/zonegran.html
Keppra XR,Seizures,14%,Rx,C,N,X,7.8,8.0,https://www.drugs.com/cons/keppra-xr.html
Valium,Seizures,13%,Rx,D,4,X,9.8,4.0,https://www.drugs.com/valium.html
Topamax,Seizures,12%,Rx,D,N,X,4.3,7.0,https://www.drugs.com/topamax.html
valproic acid,Seizures,11%,Rx,D,N,X,7.8,4.0,https://www.drugs.com/mtm/valproic-acid.html
primidone,Seizures,10%,Rx,N,N,X,8.4,12.0,https://www.drugs.com/mtm/primidone.html
Mysoline,Seizures,9%,Rx,N,N,X,9.3,6.0,https://www.drugs.com/mtm/mysoline.html
Aptiom,Seizures,8%,Rx,C,N,X,6.7,26.0,https://www.drugs.com/aptiom.html
Diastat AcuDial,Seizures,8%,Rx,D,4,X,7.5,2.0,https://www.drugs.com/diastat-acudial.html
Zarontin,Seizures,8%,Rx,N,N,X,9.4,7.0,https://www.drugs.com/mtm/zarontin.html
lacosamide,Seizures,7%,Rx,C,5,X,6.7,145.0,https://www.drugs.com/mtm/lacosamide-oral-injection.html
Phenytoin Sodium,Seizures,7%,Rx,D,N,X,,,https://www.drugs.com/pro/phenytoin-sodium.html
Diazepam Intensol,Seizures,6%,Rx,D,4,X,,,https://www.drugs.com/cons/diazepam-intensol.html
Gabitril,Seizures,6%,Rx,C,N,X,6.0,4.0,https://www.drugs.com/mtm/gabitril.html
Oxtellar XR,Seizures,6%,Rx,C,N,X,10.0,1.0,https://www.drugs.com/oxtellar-xr.html
Diastat Pediatric,Seizures,5%,Rx,D,4,X,,,https://www.drugs.com/mtm/diastat-pediatric.html
Qudexy XR,Seizures,5%,Rx,D,N,X,10.0,2.0,https://www.drugs.com/mtm/qudexy-xr-sprinkle.html
Vitamin B6,Seizures,5%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/vitamin-b6.html
Briviact,Seizures,4%,Rx,C,5,X,6.1,14.0,https://www.drugs.com/briviact.html
Elepsia XR,Seizures,4%,Rx,C,N,X,,,https://www.drugs.com/cons/elepsia-xr.html
Eprontia,Seizures,4%,Rx,D,N,X,,,https://www.drugs.com/eprontia.html
ethosuximide,Seizures,4%,Rx,N,N,X,8.1,12.0,https://www.drugs.com/mtm/ethosuximide.html
Roweepra,Seizures,4%,Rx,C,N,X,,,https://www.drugs.com/cdi/roweepra.html
Spritam,Seizures,4%,Rx,C,N,X,,,https://www.drugs.com/spritam.html
Fycompa,Seizures,3%,Rx,C,3,X,4.7,16.0,https://www.drugs.com/fycompa.html
Phenytek,Seizures,3%,Rx,D,N,X,9.5,2.0,https://www.drugs.com/mtm/phenytek.html
Roweepra XR,Seizures,3%,Rx,C,N,X,,,https://www.drugs.com/cdi/roweepra-xr.html
Xcopri,Seizures,3%,Rx,,5,X,10.0,4.0,https://www.drugs.com/xcopri.html
